Name,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
FMAR,1055,0,0.00,0,0.00,31.72,1055,0
FEDX,1031,0,0.00,0,0.00,25.67,1031,0
GLOV,1025,0,0.00,0,0.00,39.71,1025,0
PBTP,1024,0,0.00,0,0.00,26.16,1024,0
UMAY,1013,0,0.00,0,0.00,26.91,1013,0
FFHG,1011,0,0.00,0,0.00,32.86,1011,0
QMAR,1011,0,0.00,0,0.00,20.43,1011,0
IEDI,1004,0,0.00,0,0.00,38.27,1004,0
UFEB,1003,0,0.00,0,0.00,26.79,1003,0
RESD,1002,0,0.00,0,0.00,27.16,1002,0
TMFM,977,0,0.00,0,0.00,22.22,977,0
FDHT,975,0,0.00,0,0.00,18.54,775,200
FLDR,964,0,0.00,0,0.00,49.88,964,0
IVSG,904,0,0.00,0,0.00,10.77,904,0
PAPR,887,0,0.00,0,0.00,28.13,887,0
GOVZ,853,0,0.00,0,0.00,15.51,853,0
TMDV,819,0,0.00,0,0.00,47.12,819,0
IEHS,813,0,0.00,0,0.00,40.15,813,0
BAUG,800,0,0.00,0,0.00,30.59,800,0
DALT,794,0,0.00,0,0.00,9.49,794,0
MFUL,772,0,0.00,0,0.00,21.99,772,0
FMIL,707,0,0.00,0,0.00,29.21,707,0
PSFD,700,0,0.00,0,0.00,22.44,700,0
PTEU,683,0,0.00,0,0.00,22.36,683,0
LIV,680,0,0.00,0,0.00,18.30,680,0
PSCJ,679,0,0.00,0,0.00,19.89,679,0
FPFD,671,0,0.00,0,0.00,20.79,671,0
WEED,663,0,0.00,0,0.00,12.61,515,148
GCLN,661,0,0.00,0,0.00,36.53,661,0
QSPT,661,0,0.00,0,0.00,18.02,661,0
IBMQ,660,0,0.00,0,0.00,24.54,660,0
TYA,659,0,0.00,0,0.00,18.19,659,0
EFAD,647,0,0.00,0,0.00,36.89,647,0
IDHD,638,0,0.00,0,0.00,25.74,638,0
PMAR,636,0,0.00,0,0.00,30.70,636,0
DFRA,632,0,0.00,0,0.00,27.29,632,0
OSCV,630,0,0.00,0,0.00,31.14,630,0
ICOW,611,0,0.00,0,0.00,30.02,611,0
BNOV,606,0,0.00,0,0.00,29.82,606,0
GDE,600,0,0.00,0,0.00,22.20,600,0
IVAL,574,0,0.00,0,0.00,25.12,574,0
SATO,558,0,0.00,0,0.00,10.09,58,500
TMAT,541,0,0.00,0,0.00,13.81,541,0
BBSA,540,0,0.00,0,0.00,48.30,540,0
XBJL,528,0,0.00,0,0.00,25.39,528,0
TILT,527,0,0.00,0,0.00,158.49,527,0
NETZ,513,0,0.00,0,0.00,48.90,513,0
PJUL,512,0,0.00,0,0.00,29.32,512,0
UNOV,510,0,0.00,0,0.00,27.95,510,0
PSCQ,500,0,0.00,0,0.00,20.08,500,0
PSCW,500,0,0.00,0,0.00,21.12,500,0
POCT,499,0,0.00,0,0.00,28.94,499,0
UAPR,493,0,0.00,0,0.00,25.36,493,0
FLQM,492,0,0.00,0,0.00,42.02,492,0
MSMR,468,0,0.00,0,0.00,22.28,468,0
SEPZ,461,0,0.00,0,0.00,29.40,461,0
QDEC,460,0,0.00,0,0.00,20.02,260,200
MAGA,446,0,0.00,0,0.00,39.50,446,0
BFEB,445,0,0.00,0,0.00,30.21,445,0
IECS,440,0,0.00,0,0.00,34.57,440,0
NOVZ,435,0,0.00,0,0.00,30.20,435,0
IBHD,432,0,0.00,0,0.00,22.85,432,0
FSEP,427,0,0.00,0,0.00,33.17,427,0
GEMD,419,0,0.00,0,0.00,42.20,419,0
UJUL,402,0,0.00,0,0.00,26.16,402,0
DJAN,400,0,0.00,0,0.00,31.22,400,0
DJUL,400,0,0.00,0,0.00,31.59,400,0
NUDV,400,0,0.00,0,0.00,24.92,400,0
XTJA,400,0,0.00,0,0.00,20.94,0,400
WUGI,393,0,0.00,0,0.00,41.38,393,0
BJUN,372,0,0.00,0,0.00,31.92,372,0
CTRU,371,0,0.00,0,0.00,13.35,371,0
HELX,360,0,0.00,0,0.00,32.33,342,18
HAUS,346,0,0.00,0,0.00,18.65,346,0
XTOC,337,0,0.00,0,0.00,23.00,337,0
BSEP,336,0,0.00,0,0.00,30.54,336,0
HYDB,324,0,0.00,0,0.00,45.58,324,0
PLRG,301,0,0.00,0,0.00,24.81,301,0
EAOR,300,0,0.00,0,0.00,27.52,300,0
HSRT,300,0,0.00,0,0.00,38.60,300,0
KNGS,300,0,0.00,0,0.00,17.98,300,0
RTAI,300,0,0.00,0,0.00,21.50,300,0
XBJA,300,0,0.00,0,0.00,22.42,300,0
XTJL,300,0,0.00,0,0.00,24.50,300,0
FSMO,292,0,0.00,0,0.00,20.82,292,0
GHTA,280,0,0.00,0,0.00,22.71,280,0
AMER,275,0,0.00,0,0.00,28.84,275,0
SHAG,267,0,0.00,0,0.00,47.81,267,0
USEP,259,0,0.00,0,0.00,26.95,259,0
PFEB,258,0,0.00,0,0.00,27.97,58,200
AVDG,257,0,0.00,0,0.00,27.30,257,0
ESEB,255,0,0.00,0,0.00,17.15,255,0
DFEB,252,0,0.00,0,0.00,34.44,252,0
YPS,248,0,0.00,0,0.00,21.87,248,0
CSM,242,0,0.00,0,0.00,49.48,242,0
IEFN,240,0,0.00,0,0.00,29.74,239,1
XDAT,240,0,0.00,0,0.00,16.72,240,0
TRTY,226,0,0.00,0,0.00,26.86,226,0
EFNL,225,0,0.00,0,0.00,39.37,225,0
THY,223,0,0.00,0,0.00,23.70,223,0
YMAR,218,0,0.00,0,0.00,18.80,0,218
